"lng","lat","bioclim1","bioclim12","bioclim15","bioclim4","dist_to_water_m","elev_m","disease","theta"
-72.4126683,19.6879017,252,1844,33,1396,743,51,"LF",0.0269622031451006
-72.4039691,19.7037809,252,1844,33,1396,1238,33,"LF",0.0197168164138621
-72.5212505,19.2537503,251,962,70,1072,2115,14,"LF",0.0123350453126622
-72.4099117,19.6988117,252,1844,33,1396,1447,54,"LF",0.0171183797575756
-72.2629171,18.6037503,266,1050,57,1188,1524,37,"LF",0.0154501088985592
-72.41276,19.699305,252,1844,33,1396,1689,54,"LF",0.0142340635696649
-72.404276,19.6973883,252,1844,33,1396,1019,40,"LF",0.0224566875420545
-73.2962505,19.820417,234,1052,55,1168,5617,443,"LF",0.00245989704983815
-72.4267263,19.5879489,234,1725,39,1187,425,270,"LF",0.0067887117605917
-72.3543367,19.6981894,252,1844,33,1396,3873,94,"LF",0.00864354370475436
-72.4239017,19.6273233,234,1725,39,1187,760,259,"LF",0.00681116558613002
-72.4305183,19.7180033,242,1810,33,1293,4059,143,"LF",0.00300106531798953
-72.1545838,19.2870836,245,1587,59,1174,2192,339,"LF",0.021002014494404
-72.3682392,19.6870748,252,1844,33,1396,2944,58,"LF",0.0100264192986678
-72.373195,19.7023183,252,1844,33,1396,1846,53,"LF",0.0134488472119638
-72.2795838,18.4120836,177,1854,59,1207,1957,1152,"LF",0.00172479421146075
-72.3295838,19.4620836,218,1557,45,1173,3126,602,"LF",0.00177731785506813
-72.3561133,19.7051617,252,1844,33,1396,3527,126,"LF",0.00927079660015295
-72.4212505,19.020417,256,1278,72,1097,1505,70,"LF",0.0328455077390996
-72.4154733,19.7097817,252,1844,33,1396,2413,51,"LF",0.0107167466912501
-72.4243967,19.6371633,234,1725,39,1187,909,147,"LF",0.0063764276735049
-72.444575,19.618265,234,1725,39,1187,1686,450,"LF",0.00355377029635479
-72.3548442,19.6983262,252,1844,33,1396,3818,94,"LF",0.0087184792539275
-72.4062654,19.7046869,252,1844,33,1396,1497,33,"LF",0.0159344181514731
-72.1212505,18.8370836,256,1788,65,1157,643,111,"LF",0.0356622131063279
-72.2295838,18.7370836,237,1594,56,1169,6863,752,"LF",0.00224637174916814
-72.3212505,18.5620836,256,1319,55,1180,4980,35,"LF",0.00819053588882253
-72.4033807,19.7072473,252,1844,33,1396,1217,33,"LF",0.0199854270711154
-71.9212505,19.520417,248,1594,40,1294,3079,114,"LF",0.00429955259596894
-72.41028,19.6985017,252,1844,33,1396,1445,54,"LF",0.0171491786197269
-72.4240086,19.6461279,234,1725,39,1187,884,114,"LF",0.00644474058068644
-72.4035152,19.7065219,252,1844,33,1396,1260,33,"LF",0.0194289880204912
-74.2795838,18.4037503,230,2025,49,1150,1691,316,"LF",0.00194065390446625
-72.4123983,19.6989667,252,1844,33,1396,1635,54,"LF",0.0147225905602794
-72.3668852,19.6871784,252,1844,33,1396,3069,58,"LF",0.0098579051387605
-72.4289533,19.6710967,242,1810,33,1293,1897,141,"LF",0.00512412346718524
-72.6295838,19.020417,218,1474,62,1028,5372,1182,"LF",0.00219494205835675
-72.4165467,19.6383167,239,1746,34,1270,628,202,"LF",0.00661728591533869
-72.4343363,19.5905541,234,1725,39,1187,961,447,"LF",0.00629691095710552
-72.0712505,19.045417,234,1624,60,1167,5415,718,"LF",0.00107163203543655
-74.4045838,18.4120836,237,1997,45,1062,415,217,"LF",0.00343833273936686
-72.3973317,19.704675,252,1844,33,1396,708,31,"LF",0.025474820366205
-72.39741,19.705595,252,1844,33,1396,719,31,"LF",0.0254373138419874
-72.43152,19.6675283,242,1810,33,1293,2301,141,"LF",0.00442879151527849
-72.0045838,18.9037503,245,1767,61,1170,118,190,"LF",0.0328925927559289
-72.3295838,19.1537503,220,1514,58,1111,3328,693,"LF",0.0018152163889446
-72.4175333,19.70869,242,1810,33,1293,2638,68,"LF",0.00371837573567303
-72.4243367,19.6371567,234,1725,39,1187,904,147,"LF",0.00639327921090448
-73.3462505,19.7037503,233,1047,63,1166,1609,503,"LF",0.00562299394373945
-72.4127067,19.6951083,252,1844,33,1396,1398,54,"LF",0.0178880260316424
-72.3882683,19.6642783,239,1746,34,1270,1573,76,"LF",0.00348118453783721
-72.4073433,19.70871,252,1844,33,1396,1578,27,"LF",0.0150448127445501
-72.4236683,19.6471917,234,1725,39,1187,890,114,"LF",0.00642466158149689
-73.7462505,18.270417,259,2181,43,1151,5202,59,"LF",0.00399191753063007
-72.4091789,19.7031858,252,1844,33,1396,1710,46,"LF",0.0137988355300171
-72.2879171,18.5370836,256,1319,55,1180,6719,191,"LF",0.00508066982034876
-72.4053973,19.7039732,252,1844,33,1396,1379,33,"LF",0.0176671268365092
-72.4170567,19.6786017,242,1810,33,1293,566,113,"LF",0.0104268572951701
-72.42359,19.67031,242,1810,33,1293,1424,87,"LF",0.00698715733736867
-72.3812295,19.6579132,239,1746,34,1270,2557,120,"LF",0.00239841540368206
-72.4057692,19.7001457,252,1844,33,1396,1279,33,"LF",0.0191675928191598
-72.42258,19.6701167,242,1810,33,1293,1346,87,"LF",0.00752246553230613
-72.4111996,19.6886802,252,1844,33,1396,750,51,"LF",0.0269144826854671
-72.411065,19.6891933,252,1844,33,1396,799,51,"LF",0.0264973111345874
-72.4060296,19.6977651,252,1844,33,1396,1128,40,"LF",0.0212722816224223
-72.2379171,18.3037503,181,1787,60,1206,4305,1546,"LF",0.00100406926475682
-72.4177017,19.6781833,242,1810,33,1293,619,113,"LF",0.0104975745198962
-72.3993198,19.7040328,252,1844,33,1396,873,31,"LF",0.0241453542052843
-72.6629171,19.845417,239,1732,34,1249,2481,357,"LF",0.00423529765987203
-74.0629171,18.3787503,182,2109,57,1300,4701,1323,"LF",0.00113592274782831
-72.3725135,19.6847926,252,1844,33,1396,2507,58,"LF",0.010613093641895
-72.6879171,19.770417,226,1602,40,1090,1905,608,"LF",0.00354599781097886
-72.4249283,19.630785,234,1725,39,1187,717,259,"LF",0.0068841605723135
-72.4234571,19.6474341,234,1725,39,1187,881,114,"LF",0.00645471009623099
-72.4066589,19.708675,252,1844,33,1396,1508,27,"LF",0.0159085757638255
-73.2129171,19.7537503,228,1168,53,1149,633,550,"LF",0.00543208648374231
-72.1795838,19.3370836,240,1390,53,1169,946,334,"LF",0.0168965973602939
-71.9545838,19.270417,233,1745,52,1194,6918,444,"LF",0.00438069760941594
-72.1545838,18.695417,239,1617,56,1161,3996,554,"LF",0.00202682805028219
-72.39413,19.6673083,252,1844,33,1396,1076,51,"LF",0.0237803795249178
